soil_type,rainfall_mm,temp_high_c,temp_low_c,temp_avg_c,humidity_percent,sunlight_hours,wind_speed_kmph,recommended_crop
Saline,304.8,22.4,19.9,21.1,48.6,3.3,10.4,Groundnut
Laterite,98.6,36.2,5.2,20.7,46.0,10.1,10.0,Mustard
Saline,86.4,18.8,7.7,13.2,37.9,3.7,2.2,Barley
Laterite,236.1,27.9,7.7,17.8,46.0,7.9,26.6,Mustard
Saline,277.0,26.9,5.3,16.1,32.4,4.7,20.2,Barley
Laterite,170.9,26.6,10.9,18.8,55.1,9.4,25.5,Barley
Loamy,124.1,35.2,22.8,29.0,37.3,3.8,10.3,Cotton
Alluvial,9.9,40.1,17.6,28.9,77.3,9.5,30.1,Sesame
Loamy,129.6,23.5,16.6,20.1,99.5,10.0,31.7,Groundnut
Saline,276.1,19.7,14.3,17.0,28.3,4.5,1.7,Soybean
Peaty,175.6,21.4,7.2,14.3,94.8,13.2,10.6,Wheat
Loamy,294.0,31.2,5.0,18.1,33.5,3.5,30.8,Maize
Red,298.1,41.6,29.9,35.8,62.5,4.2,31.5,Rice
Saline,315.3,31.9,13.7,22.8,85.8,6.3,10.6,Sugarcane
Alluvial,213.1,40.4,33.0,36.7,95.3,8.6,2.7,Tur
Black,72.4,36.8,16.7,26.8,43.0,8.4,20.6,Soybean
Loamy,191.6,32.7,15.1,23.9,37.7,10.6,30.0,Soybean
Peaty,38.0,21.8,6.1,13.9,35.7,13.3,18.1,Barley
Peaty,339.2,36.6,19.8,28.2,68.6,10.2,7.9,Cotton
Loamy,316.8,26.1,10.7,18.4,94.6,14.0,19.6,Sugarcane
Clayey,387.9,28.8,13.9,21.4,87.7,6.8,1.7,Soybean
Clayey,172.6,29.2,21.9,25.5,57.8,9.9,10.7,Cotton
Saline,304.1,26.7,5.3,16.0,28.2,6.9,3.4,Barley
Black,261.8,27.2,21.0,24.1,65.4,7.0,24.0,Groundnut
Red,389.9,31.1,21.8,26.5,30.1,8.3,28.7,Mustard
Calcareous,168.5,35.2,25.4,30.3,22.7,5.9,26.6,Bajra
Red,203.6,18.8,6.6,12.7,87.0,9.3,21.7,Soybean
Alluvial,32.2,28.5,13.0,20.8,61.7,6.3,14.3,Soybean
Laterite,328.9,21.1,14.0,17.6,83.5,11.8,8.9,Soybean
Black,153.7,25.9,12.3,19.1,33.6,5.9,17.0,Maize
Calcareous,5.2,40.7,11.3,26.0,44.3,7.6,12.2,Bajra
Sandy,165.6,26.4,11.5,18.9,58.0,10.9,24.6,Barley
Laterite,12.9,40.7,8.9,24.8,87.1,12.5,32.0,Sesame
Loamy,56.6,40.6,5.7,23.2,34.3,4.4,18.0,Bajra
Calcareous,59.2,27.0,20.5,23.8,66.3,4.9,11.7,Soybean
Red,293.3,32.3,19.5,25.9,48.3,3.9,3.8,Soybean
Alluvial,156.6,25.5,9.5,17.5,34.9,13.8,29.4,Mustard
Clayey,48.5,35.5,7.6,21.6,24.2,9.4,28.8,Rice
Calcareous,199.4,36.9,9.1,23.0,90.6,8.5,22.3,Wheat
Sandy,166.7,22.3,11.8,17.1,48.4,10.1,18.2,Chana
Peaty,139.8,20.1,6.8,13.5,69.7,10.7,21.7,Wheat
Black,117.2,19.0,14.3,16.6,55.1,13.2,24.6,Cotton
Laterite,56.1,40.0,30.2,35.1,76.2,6.2,34.6,Sesame
Loamy,344.4,35.8,24.7,30.2,83.7,6.5,23.5,Groundnut
Peaty,394.8,32.4,18.6,25.5,42.6,4.0,15.8,Tur
Laterite,234.0,30.1,8.6,19.4,83.8,8.9,10.4,Soybean
Red,79.4,34.5,26.6,30.6,53.1,3.8,23.2,Sugarcane
Sandy,130.0,27.6,7.1,17.4,71.2,11.3,9.4,Chana
Calcareous,275.0,37.6,18.9,28.2,73.7,11.3,3.3,Mustard
Peaty,180.4,20.3,8.6,14.4,68.0,8.1,10.3,Mustard
Laterite,380.5,38.2,26.4,32.3,48.2,13.7,4.1,Cotton
Saline,211.8,29.1,26.7,27.9,76.4,11.1,13.6,Sugarcane
Saline,399.9,21.1,16.1,18.6,98.3,6.9,32.3,Soybean
Black,111.4,23.3,16.9,20.1,67.8,7.1,33.0,Soybean
Calcareous,288.7,41.3,30.3,35.8,83.3,6.6,33.7,Rice
Sandy,214.8,27.5,20.1,23.8,58.4,4.2,18.6,Maize
Alluvial,338.0,41.4,35.2,38.3,91.2,6.6,20.5,Sugarcane
Saline,381.7,23.1,8.2,15.7,60.7,9.7,19.5,Mustard
Clayey,179.7,42.0,18.1,30.1,53.8,5.2,5.0,Rice
Black,126.2,33.2,30.0,31.6,83.2,4.6,17.1,Groundnut
Laterite,158.0,39.0,16.5,27.8,95.4,8.1,28.1,Cotton
Loamy,81.3,22.2,10.1,16.1,98.2,9.2,5.5,Soybean
Alluvial,299.4,21.7,19.0,20.4,42.1,7.0,26.3,Chana
Calcareous,56.1,33.4,20.9,27.1,38.8,4.2,22.5,Wheat
Peaty,143.9,27.8,21.1,24.5,49.0,10.7,16.2,Cotton
Saline,148.6,27.7,23.3,25.5,30.8,6.7,19.1,Maize
Loamy,9.4,39.8,5.9,22.8,82.5,7.4,10.9,Cotton
Loamy,169.2,38.5,11.3,24.9,54.3,12.1,29.0,Groundnut
Calcareous,283.4,21.8,12.7,17.2,88.3,3.3,12.7,Rice
Sandy,140.9,27.6,21.9,24.8,83.2,7.6,8.4,Soybean
Red,311.2,31.1,19.0,25.1,32.1,11.4,21.4,Soybean
Calcareous,54.2,39.2,6.9,23.1,52.9,10.1,25.6,Cotton
Saline,302.3,39.5,33.9,36.7,42.7,12.7,6.0,Tur
Clayey,10.0,25.2,19.7,22.4,55.3,5.7,28.9,Cotton
Black,23.9,37.6,30.2,33.9,50.3,11.6,12.3,Barley
Black,286.2,30.0,5.5,17.8,55.6,12.6,20.9,Groundnut
Saline,296.6,34.3,29.6,31.9,42.7,4.2,13.6,Wheat
Saline,166.6,28.6,11.2,19.9,85.5,4.6,5.6,Barley
Sandy,244.5,27.4,10.0,18.7,70.3,6.7,12.9,Sugarcane
Peaty,62.1,32.7,17.1,24.9,29.7,10.0,2.7,Tur
Saline,256.5,32.8,30.4,31.6,29.3,3.5,23.3,Barley
Sandy,151.1,36.2,32.3,34.2,21.8,11.2,31.2,Tur
Sandy,212.2,22.2,20.0,21.1,93.9,9.4,33.8,Sugarcane
Saline,139.0,38.8,18.2,28.5,44.2,8.8,34.9,Barley
Clayey,23.0,32.2,16.5,24.4,73.6,12.5,23.0,Chana
Black,210.1,23.4,15.8,19.6,52.3,9.1,19.0,Cotton
Peaty,376.0,25.3,11.7,18.5,35.0,6.3,4.1,Bajra
Alluvial,279.9,36.3,14.4,25.3,47.8,5.2,9.5,Barley
Alluvial,292.7,18.8,13.2,16.0,21.7,13.0,26.5,Soybean
Laterite,271.9,24.0,19.7,21.9,73.6,7.3,25.8,Sugarcane
Laterite,75.2,24.7,7.5,16.1,41.8,3.6,23.1,Wheat
Saline,191.1,19.5,15.6,17.6,79.8,6.8,26.3,Sesame
Saline,302.8,25.5,15.6,20.6,83.3,5.2,15.8,Soybean
Loamy,317.0,40.4,19.4,29.9,78.0,6.4,20.0,Cotton
Peaty,339.1,30.3,11.3,20.8,24.0,6.2,27.2,Maize
Calcareous,39.3,40.3,38.2,39.2,97.1,5.1,17.2,Cotton
Laterite,54.3,29.1,16.9,23.0,91.3,8.8,9.5,Groundnut
Sandy,201.3,38.9,28.1,33.5,22.1,3.1,24.5,Sesame
Sandy,89.2,34.6,9.0,21.8,84.5,4.8,20.8,Groundnut
Alluvial,299.1,35.0,25.6,30.3,59.9,10.7,20.8,Wheat
Black,314.0,33.9,30.4,32.1,97.2,4.9,31.9,Sugarcane
Sandy,61.7,28.5,26.4,27.4,87.3,10.6,8.7,Bajra
Calcareous,254.0,18.8,11.5,15.2,30.2,13.4,18.8,Maize
Calcareous,201.1,32.8,17.6,25.2,65.8,12.2,25.3,Cotton
Alluvial,52.7,39.1,23.1,31.1,54.2,3.9,6.7,Cotton
Saline,337.1,27.2,6.4,16.8,55.5,6.5,26.0,Cotton
Black,175.1,35.0,24.7,29.9,25.9,12.1,29.7,Cotton
Loamy,209.3,21.5,17.4,19.4,70.0,5.9,3.6,Sugarcane
Black,256.1,26.7,21.1,23.9,41.9,12.2,31.9,Cotton
Loamy,44.6,28.5,10.3,19.4,22.0,8.0,21.2,Chana
Peaty,324.1,35.6,8.7,22.1,36.1,7.6,19.3,Barley
Calcareous,212.7,21.4,13.1,17.2,47.4,13.3,3.4,Rice
Clayey,106.8,22.1,8.1,15.1,73.2,11.4,33.9,Barley
Black,251.5,28.1,12.4,20.2,58.0,3.2,31.7,Maize
Peaty,349.9,38.1,17.1,27.6,63.1,13.4,24.7,Chana
Sandy,372.7,27.5,12.5,20.0,61.5,7.7,8.0,Mustard
Red,275.6,40.4,7.7,24.1,75.5,6.2,33.5,Sugarcane
Saline,197.7,21.0,15.2,18.1,21.1,12.1,21.3,Chana
Alluvial,294.6,24.8,12.6,18.7,23.3,13.6,25.3,Sugarcane
Saline,376.7,20.5,7.6,14.1,81.0,3.2,34.3,Soybean
Peaty,299.6,29.6,12.0,20.8,28.4,5.9,30.5,Cotton
Loamy,389.0,21.6,7.5,14.6,70.5,8.5,21.5,Soybean
Black,199.4,31.2,17.4,24.3,87.6,9.4,11.2,Soybean
Sandy,137.7,38.0,14.4,26.2,62.5,9.1,25.3,Groundnut
Black,263.4,24.7,5.6,15.1,21.0,3.9,15.3,Barley
Sandy,363.7,28.3,17.0,22.6,22.5,10.8,8.7,Rice
Peaty,256.6,33.1,18.6,25.9,90.7,3.3,18.6,Sugarcane
Red,376.1,32.7,7.5,20.1,33.2,11.9,29.0,Chana
Loamy,81.0,22.4,15.7,19.0,37.0,3.1,12.4,Maize
Peaty,336.4,25.2,15.5,20.4,22.5,9.3,5.9,Groundnut
Calcareous,378.9,23.4,12.9,18.1,41.5,12.1,19.0,Bajra
Sandy,298.5,24.0,8.1,16.1,85.9,5.1,10.1,Soybean
Laterite,53.1,38.5,12.5,25.5,29.9,7.5,24.1,Bajra
Peaty,25.9,19.3,5.6,12.4,74.6,12.0,3.9,Mustard
Loamy,170.3,34.0,24.7,29.4,49.9,9.8,2.1,Soybean
Alluvial,22.9,31.6,25.1,28.4,38.0,13.2,3.6,Tur
Loamy,157.1,19.2,11.2,15.2,64.1,8.7,15.8,Maize
Red,356.9,23.6,5.5,14.6,92.5,13.6,19.7,Soybean
Black,372.4,38.0,19.4,28.7,59.7,5.3,3.1,Soybean
Red,21.2,28.8,6.3,17.6,76.2,10.7,28.1,Tur
Red,384.4,24.1,19.4,21.8,50.7,8.3,18.6,Chana
Calcareous,177.0,32.8,13.8,23.3,87.2,11.8,9.6,Soybean
Peaty,245.5,28.4,25.3,26.9,56.8,8.3,7.0,Chana
Clayey,54.6,28.8,8.3,18.6,52.6,5.6,21.7,Maize
Black,368.0,31.8,13.7,22.8,55.7,9.7,9.3,Cotton
Alluvial,321.0,20.1,13.5,16.8,27.5,11.4,5.3,Maize
Clayey,272.0,29.4,12.2,20.8,85.2,4.7,11.9,Rice
Clayey,351.3,38.7,27.6,33.2,39.0,11.7,20.3,Wheat
Loamy,145.5,28.7,15.9,22.3,48.6,8.4,14.5,Maize
Sandy,267.8,38.5,33.9,36.2,81.9,9.1,11.9,Bajra
Red,117.7,35.5,24.2,29.9,59.8,11.5,7.8,Mustard
Red,135.8,40.1,35.9,38.0,47.7,9.0,27.7,Tur
Peaty,62.0,18.7,7.1,12.9,96.8,13.1,17.5,Barley
Black,294.1,21.0,10.1,15.6,27.0,14.0,5.1,Maize
Saline,313.0,21.2,13.1,17.1,77.5,10.7,14.8,Sugarcane
Red,24.9,31.2,16.0,23.6,75.8,10.1,4.2,Bajra
Peaty,16.1,28.5,19.4,23.9,91.0,5.4,32.1,Sugarcane
Laterite,61.2,21.9,5.4,13.6,89.1,5.0,18.2,Mustard
Calcareous,195.3,25.9,16.6,21.2,27.6,5.5,19.1,Bajra
Black,341.0,38.1,34.1,36.1,92.0,6.6,5.6,Cotton
Peaty,48.3,30.3,8.9,19.6,70.3,7.0,31.2,Cotton
Alluvial,64.4,37.9,20.8,29.4,89.2,8.3,32.7,Soybean
Saline,143.4,39.7,22.9,31.3,85.0,12.3,30.3,Cotton
Peaty,229.8,28.9,21.1,25.0,24.7,11.5,22.2,Barley
Laterite,343.9,23.8,16.6,20.2,53.8,12.2,25.8,Soybean
Black,65.3,41.0,37.7,39.4,70.5,4.4,20.7,Sesame
Alluvial,1.0,21.0,13.7,17.4,66.1,11.2,21.8,Sugarcane
Sandy,166.7,35.8,5.2,20.5,66.3,6.1,7.3,Barley
Sandy,236.5,24.2,19.8,22.0,70.4,6.9,13.4,Sugarcane
Clayey,278.8,40.0,30.9,35.5,67.4,4.8,0.9,Groundnut
Laterite,246.8,31.8,22.9,27.4,36.4,8.0,30.2,Tur
Alluvial,192.8,23.7,5.9,14.8,66.0,4.0,11.3,Barley
Clayey,97.1,28.9,26.1,27.5,87.6,12.0,19.5,Tur
Saline,61.0,26.3,12.8,19.6,63.3,6.7,28.0,Chana
Alluvial,135.8,38.4,6.6,22.5,62.7,4.3,24.2,Cotton
Clayey,391.2,37.5,12.1,24.8,79.6,5.9,15.8,Bajra
Peaty,12.1,31.2,13.0,22.1,44.4,10.9,25.0,Sugarcane
Red,260.5,38.6,19.9,29.2,37.9,5.4,25.9,Soybean
Red,322.7,32.8,21.8,27.3,89.1,7.6,30.6,Sugarcane
Sandy,339.5,36.9,18.3,27.6,26.7,10.6,10.2,Wheat
Loamy,135.1,40.6,27.6,34.1,55.8,12.2,9.4,Cotton
Black,59.4,41.1,37.4,39.2,87.0,10.3,14.1,Sesame
Sandy,74.6,35.3,10.4,22.8,23.7,12.5,0.5,Rice
Loamy,178.5,27.3,9.1,18.2,50.3,9.0,18.0,Maize
Black,125.2,24.9,5.8,15.3,92.2,8.7,19.1,Barley
Peaty,252.6,36.9,15.8,26.4,76.2,10.5,17.9,Sesame
Red,228.9,20.6,5.4,13.0,61.1,3.7,24.5,Mustard
Black,62.0,33.2,10.2,21.7,65.7,8.3,18.7,Soybean
Sandy,182.6,20.0,10.6,15.3,54.1,4.9,5.0,Cotton
Sandy,43.5,22.5,10.9,16.7,25.0,6.1,27.5,Wheat
Laterite,91.2,34.8,18.5,26.6,33.5,5.7,12.1,Soybean
Calcareous,364.3,20.3,9.2,14.8,60.2,5.4,21.7,Barley
Saline,33.9,32.7,14.7,23.7,28.9,3.8,9.2,Rice
Saline,267.0,22.1,16.8,19.5,92.5,10.3,11.6,Sugarcane
Calcareous,195.0,28.4,8.3,18.4,74.2,5.1,28.5,Groundnut
Peaty,208.1,36.2,10.7,23.5,73.7,5.6,2.7,Chana
Black,346.1,31.3,11.4,21.4,52.6,10.3,8.1,Groundnut
Laterite,168.2,26.1,22.2,24.1,35.1,3.9,26.9,Groundnut
Alluvial,292.1,39.7,36.7,38.2,49.1,11.3,11.5,Rice
Alluvial,274.3,21.3,6.2,13.8,31.0,9.9,20.2,Barley
Black,235.5,29.4,12.3,20.9,53.5,8.8,34.5,Cotton
Alluvial,120.0,26.9,9.9,18.4,69.7,9.0,8.7,Mustard
Peaty,250.3,35.8,20.1,27.9,46.9,13.3,23.1,Rice
Black,71.5,29.7,17.2,23.4,93.3,9.8,26.8,Cotton
Clayey,321.6,26.4,9.0,17.7,82.0,10.1,31.9,Sugarcane
Calcareous,70.2,26.9,19.5,23.2,98.6,13.8,6.0,Soybean
Red,247.0,26.8,15.2,21.0,40.7,4.2,29.6,Cotton
Sandy,292.7,26.5,13.3,19.9,74.2,10.6,4.0,Rice
Alluvial,30.4,41.9,18.1,30.0,34.1,9.9,32.0,Cotton
Laterite,117.3,30.1,25.6,27.9,25.0,10.7,16.3,Wheat
Laterite,96.7,34.2,32.2,33.2,67.5,9.0,15.5,Tur
Saline,92.3,22.2,19.3,20.8,58.8,10.5,17.5,Maize
Alluvial,199.9,26.3,7.8,17.1,79.6,13.9,3.0,Chana
Loamy,34.0,31.3,17.6,24.5,25.2,12.1,11.3,Groundnut
Laterite,132.3,21.5,13.8,17.6,54.5,7.7,5.4,Chana
Calcareous,386.6,40.6,18.4,29.5,35.7,6.2,26.7,Chana
Peaty,224.1,26.0,5.8,15.9,71.0,6.6,31.3,Sugarcane
Laterite,399.3,19.4,5.4,12.4,87.1,6.0,18.2,Soybean
Saline,294.8,31.7,19.4,25.5,55.3,9.1,30.2,Cotton
Loamy,326.8,22.7,7.6,15.1,71.2,10.6,4.7,Sugarcane
Saline,15.8,41.0,38.6,39.8,43.0,12.6,31.2,Sesame
Sandy,161.6,35.8,28.2,32.0,41.0,7.2,29.2,Wheat
Alluvial,12.3,34.4,14.3,24.4,36.1,9.1,17.5,Sesame
Loamy,53.9,31.5,10.9,21.2,93.6,12.6,11.3,Groundnut
Black,310.1,23.3,16.8,20.1,31.1,4.1,17.8,Soybean
Sandy,163.2,32.4,20.0,26.2,81.2,7.4,20.5,Sugarcane
Red,288.5,19.0,14.3,16.6,95.1,3.2,2.5,Soybean
Red,178.7,39.6,22.4,31.0,67.0,6.6,26.0,Rice
Sandy,369.0,32.0,5.8,18.9,30.4,4.4,1.4,Chana
Alluvial,229.9,33.4,26.3,29.9,66.9,13.9,30.0,Maize
Laterite,300.5,34.0,9.1,21.6,78.4,7.4,26.5,Rice
Peaty,46.8,31.0,26.8,28.9,34.7,13.7,16.8,Cotton
Peaty,340.2,28.6,21.5,25.1,47.9,4.3,7.4,Barley
Peaty,383.7,23.6,16.5,20.1,98.6,11.6,17.9,Rice
Black,392.2,34.2,13.6,23.9,72.2,13.1,8.5,Soybean
Peaty,319.0,39.2,15.5,27.4,43.1,4.8,25.6,Rice
Saline,187.9,33.0,24.0,28.5,50.7,13.4,34.6,Chana
Loamy,369.5,18.4,10.1,14.2,28.9,6.8,33.8,Maize
Peaty,363.1,40.8,21.9,31.3,22.5,6.3,34.4,Barley
Alluvial,304.1,33.4,17.8,25.6,78.3,7.9,9.9,Sugarcane
Red,247.8,18.5,5.4,11.9,42.2,9.0,10.2,Mustard
Calcareous,290.2,30.4,7.2,18.8,57.8,6.1,19.9,Mustard
Red,324.5,31.2,16.4,23.8,60.2,12.2,16.3,Rice
Sandy,25.5,26.7,20.0,23.4,95.7,12.7,25.0,Mustard
Clayey,116.1,39.9,10.8,25.4,93.4,13.9,4.1,Maize
Red,31.5,32.4,22.0,27.2,44.4,11.5,21.1,Rice
Black,210.8,22.7,13.6,18.1,94.7,10.7,23.0,Sugarcane
Saline,47.2,24.8,20.1,22.5,28.2,8.6,0.0,Sesame
Peaty,168.9,33.1,19.1,26.1,29.8,10.3,34.9,Rice
Clayey,207.1,23.2,13.5,18.4,62.3,8.2,10.5,Groundnut
Alluvial,30.9,38.6,29.7,34.1,23.2,12.1,0.4,Sesame
Laterite,336.6,40.5,36.0,38.2,43.4,6.5,19.6,Sesame
Saline,268.0,30.6,9.6,20.1,69.4,5.7,15.8,Chana
Sandy,330.9,27.5,16.6,22.1,75.6,5.2,0.2,Sugarcane
Saline,57.8,36.1,12.5,24.3,24.2,5.1,16.1,Sugarcane
Calcareous,383.1,38.9,16.1,27.5,85.3,11.9,8.9,Chana
Clayey,103.2,41.0,16.3,28.6,70.9,7.3,24.7,Mustard
Clayey,378.6,21.5,14.6,18.1,21.4,10.0,33.3,Mustard
Red,242.9,30.8,27.3,29.1,75.9,6.6,34.8,Rice
Sandy,276.3,39.6,8.6,24.1,42.7,9.1,26.9,Soybean
Black,176.0,29.0,5.1,17.1,61.4,6.5,24.4,Maize
Red,159.2,40.7,26.7,33.7,90.2,13.0,33.6,Rice
Peaty,372.5,36.0,6.4,21.2,89.7,8.0,13.9,Cotton
Red,323.1,29.3,24.6,27.0,94.3,5.1,28.7,Soybean
Sandy,352.0,35.8,10.3,23.0,77.7,7.9,14.0,Chana
Saline,347.9,41.8,11.2,26.5,98.7,9.3,18.3,Soybean
Sandy,230.4,25.3,5.4,15.4,85.6,11.0,24.1,Rice
Red,17.8,31.3,12.4,21.9,88.8,10.1,10.0,Wheat
Laterite,370.2,27.9,12.9,20.4,92.6,12.6,23.9,Rice
Calcareous,319.0,26.1,16.2,21.1,37.8,11.7,3.9,Mustard
Loamy,305.2,23.9,20.7,22.3,33.8,5.9,2.8,Soybean
Red,320.0,18.0,8.5,13.2,79.8,12.3,9.1,Soybean
Calcareous,14.7,32.4,13.5,22.9,46.6,13.5,14.4,Maize
Saline,74.0,31.7,28.4,30.0,78.1,8.6,2.5,Barley
Red,184.8,40.0,28.3,34.1,67.6,12.3,20.8,Cotton
Clayey,173.8,40.0,30.9,35.5,26.9,9.3,15.9,Cotton
Laterite,241.9,39.7,8.0,23.9,95.8,8.4,21.1,Maize
Peaty,350.6,18.8,13.5,16.1,40.1,8.2,15.2,Sesame
Peaty,246.1,35.5,5.5,20.5,33.9,7.5,3.1,Mustard
Calcareous,124.2,23.1,15.3,19.2,39.4,7.3,6.6,Sesame
Alluvial,39.9,22.6,12.5,17.6,64.2,14.0,22.8,Bajra
Alluvial,92.5,29.1,19.6,24.4,80.1,9.6,5.6,Barley
Black,218.1,27.7,11.8,19.8,51.4,6.7,23.7,Groundnut
Loamy,306.3,30.3,10.0,20.1,91.7,9.8,12.9,Sugarcane
Peaty,89.9,27.0,6.9,16.9,88.9,12.3,14.0,Soybean
Saline,300.9,28.8,26.8,27.8,31.0,8.6,16.2,Sesame
Clayey,175.2,32.9,29.6,31.2,66.4,3.7,12.6,Chana
Sandy,141.9,38.1,35.1,36.6,52.6,11.0,33.3,Cotton
Red,40.0,31.0,19.5,25.2,29.5,5.3,17.6,Cotton
Peaty,389.9,28.5,23.7,26.1,22.8,11.1,19.5,Soybean
Sandy,399.1,34.1,31.7,32.9,53.6,9.3,14.2,Sugarcane
Black,286.7,35.2,7.2,21.2,98.5,5.7,7.7,Maize
Peaty,19.4,30.6,20.1,25.4,72.8,9.9,6.4,Wheat
Laterite,256.2,24.4,11.5,17.9,68.3,11.0,16.9,Wheat
Loamy,103.6,19.5,5.0,12.2,39.1,12.8,25.7,Wheat
Saline,74.5,33.3,19.2,26.2,31.7,10.7,17.0,Groundnut
Loamy,35.1,41.8,23.3,32.5,22.9,8.2,19.8,Bajra
Black,108.2,30.4,26.3,28.4,27.9,12.0,26.9,Soybean
Calcareous,51.9,34.6,20.7,27.6,73.0,8.0,17.1,Chana
Calcareous,111.3,34.6,21.5,28.1,67.9,9.1,5.2,Maize
Sandy,224.4,28.1,14.7,21.4,39.1,4.2,0.8,Sesame
Clayey,268.0,31.3,27.3,29.3,46.0,8.6,28.1,Sesame
Loamy,215.2,30.7,18.5,24.6,61.8,3.4,25.9,Maize
Loamy,354.9,35.0,25.6,30.3,39.6,6.9,32.4,Cotton
Red,51.0,38.5,22.2,30.4,62.4,11.8,17.4,Bajra
Calcareous,90.5,28.1,17.4,22.8,56.0,3.8,10.5,Mustard
Alluvial,265.5,33.7,26.9,30.3,87.3,5.2,35.0,Soybean
Clayey,126.8,37.0,21.3,29.1,52.9,12.5,18.7,Sugarcane
Saline,361.6,18.8,8.0,13.4,39.3,9.4,13.7,Mustard
Peaty,373.8,20.5,14.1,17.3,42.2,7.4,5.8,Mustard
Red,40.6,37.3,28.0,32.6,46.9,4.4,33.1,Maize
Clayey,111.8,22.5,10.8,16.6,79.7,9.8,2.1,Sugarcane
Alluvial,91.3,19.3,9.6,14.4,70.8,7.1,32.8,Barley
Calcareous,66.4,40.7,32.7,36.7,54.8,13.9,33.5,Sesame
Alluvial,159.7,34.1,8.2,21.1,22.9,11.9,28.3,Mustard
Loamy,314.8,27.6,19.8,23.7,52.5,7.5,0.5,Soybean
Peaty,299.7,24.0,7.5,15.8,92.9,12.8,18.0,Rice
Red,354.1,27.8,9.4,18.6,38.5,5.8,7.5,Groundnut
Clayey,340.9,28.4,22.8,25.6,40.1,9.6,31.4,Maize
Peaty,152.3,24.2,12.8,18.5,49.7,11.7,8.0,Sugarcane
Alluvial,319.9,28.1,5.9,17.0,63.9,10.6,31.5,Chana
Laterite,190.7,35.4,30.5,33.0,64.2,4.0,8.7,Soybean
Red,314.4,19.1,7.3,13.2,84.6,8.6,21.1,Sugarcane
Alluvial,386.7,36.8,23.7,30.2,72.7,7.1,14.0,Soybean
Alluvial,303.6,35.2,9.9,22.6,45.3,13.2,18.6,Rice
Clayey,250.3,20.2,11.5,15.8,59.9,4.1,17.7,Soybean
Red,52.8,32.5,18.2,25.4,62.6,4.3,27.3,Chana
Peaty,225.6,29.8,25.4,27.6,93.7,10.6,2.7,Sugarcane
Black,76.0,41.5,13.7,27.6,22.4,5.4,1.5,Cotton
Alluvial,313.5,27.2,23.5,25.4,58.4,8.8,6.9,Rice
Loamy,201.0,33.9,8.8,21.4,37.8,4.8,1.4,Groundnut
Calcareous,158.3,23.2,5.9,14.6,68.8,6.0,15.9,Mustard
Loamy,120.2,24.8,14.1,19.4,66.2,7.7,20.6,Soybean
Loamy,44.0,38.5,35.2,36.9,60.3,10.4,17.6,Bajra
Red,229.3,22.8,12.5,17.6,77.5,5.7,33.4,Rice
Sandy,164.2,39.0,27.5,33.2,88.1,13.5,26.1,Cotton
Red,36.3,40.9,36.2,38.5,23.0,3.7,25.8,Cotton
Sandy,13.7,21.1,17.3,19.2,27.7,8.6,23.9,Sugarcane
Clayey,273.1,32.2,19.3,25.8,72.4,7.0,30.8,Rice
Laterite,182.3,41.3,20.7,31.0,66.1,13.8,6.5,Rice
Peaty,18.8,24.7,13.7,19.2,35.5,7.1,26.3,Barley
Calcareous,394.0,27.6,6.4,17.0,20.3,5.9,9.5,Chana
Clayey,291.0,32.8,25.9,29.3,43.8,13.8,4.4,Sesame
Clayey,359.3,29.9,24.3,27.1,99.1,13.3,11.2,Soybean
Red,11.2,30.5,9.3,19.9,74.7,5.8,15.0,Mustard
Clayey,225.2,37.0,20.2,28.6,29.8,8.5,12.4,Maize
Alluvial,294.6,30.7,11.8,21.2,40.3,11.3,25.5,Tur
Saline,261.8,18.6,12.5,15.6,88.4,7.9,17.2,Soybean
Laterite,233.9,33.3,9.8,21.5,58.9,6.2,14.4,Soybean
Sandy,249.8,27.9,24.6,26.2,69.9,11.8,29.5,Wheat
Saline,347.8,25.0,17.4,21.2,76.6,4.7,29.4,Soybean
Red,52.4,37.9,8.9,23.4,48.8,3.2,4.3,Cotton
Sandy,297.8,32.0,25.4,28.7,55.7,5.5,17.1,Cotton
Sandy,186.6,21.1,6.2,13.7,59.9,10.6,21.7,Wheat
Alluvial,111.0,35.5,31.7,33.6,82.4,6.5,15.2,Rice
Laterite,331.2,20.4,11.1,15.8,88.2,10.5,16.3,Soybean
Calcareous,209.1,25.1,16.7,20.9,94.9,11.5,17.4,Sugarcane
Black,35.5,27.8,11.3,19.6,68.7,12.5,5.4,Sugarcane
Laterite,304.3,21.6,15.1,18.4,78.7,3.7,15.4,Soybean
Calcareous,168.0,32.2,27.1,29.7,37.8,7.6,2.2,Barley
Sandy,218.7,30.5,8.5,19.5,89.0,3.6,29.6,Sugarcane
Saline,336.8,20.6,6.2,13.4,66.9,6.8,32.0,Wheat
Clayey,234.6,37.3,33.3,35.3,43.4,4.1,11.0,Tur
Loamy,348.1,35.5,30.4,33.0,87.6,12.3,8.0,Groundnut
Saline,162.8,34.0,30.0,32.0,57.4,7.2,2.5,Barley
Peaty,351.5,35.4,16.1,25.8,42.1,7.6,2.8,Maize
Peaty,76.1,28.7,14.5,21.6,69.0,3.3,30.2,Sesame
Alluvial,144.8,24.9,16.6,20.8,43.4,10.1,18.0,Rice
Sandy,315.2,24.5,8.9,16.7,30.3,6.6,22.6,Wheat
Black,268.1,31.6,29.5,30.6,49.7,11.4,29.7,Groundnut
