state,district,month,soil_type,rainfall_mm,temp_high_c,temp_low_c,temp_avg_c,humidity_percent,sunlight_hours,wind_speed_kmph,wind_direction,rain_probability,rain_duration_hours
Gujarat,Banaskantha,2025-04,Alluvial,26.6,37.8,22.3,30,60,9.2,7.2,SE,85.00,3.46
Gujarat,Banaskantha,2025-05,Black,81.3,41.8,28.5,35.1,81.7,6.2,10.7,NW,47.00,10.57
Gujarat,Banaskantha,2025-06,Loamy,198.8,38.4,30.8,34.6,79.1,6,11.2,NW,79.00,25.84
Gujarat,Banaskantha,2025-07,Sandy,221.2,31.7,24.7,28.2,59.3,7.6,4.6,SW,40.00,28.76
Gujarat,Banaskantha,2025-08,Loamy,202.8,31.5,25.3,28.4,81.5,6.4,6.2,W,49.00,26.36
Gujarat,Banaskantha,2025-09,Black,84,34.4,23.7,29,76.1,7.6,10.2,NW,43.00,10.92
Maharashtra,Mumbai,2023-10,Sandy,51.5,34.9,20.3,27.6,47,9.9,6.2,NW,45.00,6.70
Maharashtra,Mumbai,2023-11,Black,8.5,32.1,18.6,25.4,45.2,9.8,13.3,S,76.00,1.11
Maharashtra,Mumbai,2023-12,Loamy,7.4,33.1,15.8,24.5,27.4,10.3,9.3,S,78.00,0.96
Maharashtra,Mumbai,2024-01,Black,13.9,30.2,14,22.1,32.8,9.3,5.6,NW,37.00,1.81
Maharashtra,Mumbai,2024-02,Sandy,8.3,32.1,18.1,25.1,48.9,8.3,9.5,S,74.00,1.08
Maharashtra,Mumbai,2024-03,Red,23.2,33.3,20,26.6,45.1,8.7,10.1,NE,69.00,3.02
Maharashtra,Mumbai,2024-04,Red,31.5,37.8,23.1,30.4,40.6,10.2,7.1,SE,75.00,4.10
Maharashtra,Mumbai,2024-05,Red,125,38.6,26.4,32.5,69.3,5.3,2.9,SW,85.00,16.25
Maharashtra,Mumbai,2024-06,Black,173.5,38.1,24.5,31.3,95.5,4.9,8.7,NE,48.00,22.56
Maharashtra,Mumbai,2024-07,Black,474.5,34.2,25.6,29.9,84.7,6.5,10,E,30.00,61.69
Maharashtra,Mumbai,2024-08,Black,386.2,29.3,21.1,25.2,75,5.3,6.8,W,82.00,50.21
Maharashtra,Mumbai,2024-09,Alluvial,190.7,33.6,22.2,27.9,86.8,5.6,7.6,SE,46.00,24.79
Maharashtra,Mumbai,2024-10,Sandy,34.9,30.4,20,25.2,58.8,11,10.1,W,31.00,4.54
Maharashtra,Mumbai,2024-11,Loamy,6.3,34,18.6,26.3,50.8,9.3,5.3,SW,77.00,0.82
Maharashtra,Mumbai,2024-12,Sandy,5.2,30.8,17.4,24.1,60.4,9,4.8,NW,43.00,0.68
Maharashtra,Mumbai,2025-01,Black,9.3,26.5,14.5,20.5,43.5,9,3.4,N,77.00,1.21
Maharashtra,Mumbai,2025-02,Sandy,13.2,30.4,14.7,22.5,16.3,9.5,13.5,W,37.00,1.72
Maharashtra,Mumbai,2025-03,Loamy,25.9,33.5,19.4,26.4,49.7,8.5,9.1,N,64.00,3.37
Maharashtra,Mumbai,2025-04,Sandy,39.9,39,24,31.5,43,8.6,5.7,W,69.00,5.19
Maharashtra,Mumbai,2025-05,Red,82,39.7,27.2,33.5,52,8.8,7.4,N,52.00,10.66
Maharashtra,Mumbai,2025-06,Sandy,270.6,35.1,22.2,28.6,82.1,6.2,7.3,S,34.00,35.18
Maharashtra,Mumbai,2025-07,Loamy,353.6,31.9,21.3,26.6,70.8,6.3,4.4,W,77.00,45.97
Maharashtra,Mumbai,2025-08,Sandy,348.9,28.1,22.7,25.4,74.7,3.9,11.7,SE,70.00,45.36
Maharashtra,Mumbai,2025-09,Red,134.1,31,22.4,26.7,84.2,5.8,8.4,SE,31.00,17.43
Maharashtra,Pune,2023-10,Sandy,44.2,34,20.2,27.1,56.3,8.7,8.2,N,57.00,5.75
Maharashtra,Pune,2023-11,Sandy,4.9,26.6,17.5,22.1,54,7.1,4.9,SW,31.00,0.64
Maharashtra,Pune,2023-12,Sandy,8,32,15,23.5,37.7,9.3,12.1,E,32.00,1.04
Maharashtra,Pune,2024-01,Loamy,5.2,27.8,13.4,20.6,35.5,9.6,12.8,E,45.00,0.68
Maharashtra,Pune,2024-02,Sandy,11.2,30.6,15.6,23.1,29.4,10.4,7.7,N,80.00,1.46
Maharashtra,Pune,2024-03,Alluvial,13.6,38.7,20.3,29.5,37.5,9.1,11.4,N,75.00,1.77
Maharashtra,Pune,2024-04,Black,30.4,34.8,25.1,29.9,38.3,11.4,11.2,W,59.00,3.95
Maharashtra,Pune,2024-05,Black,68.3,40.9,26,33.5,68.5,7.6,5.4,NW,85.00,8.88
Maharashtra,Pune,2024-06,Red,202.7,37.5,24.6,31.1,71.8,4.5,9.2,N,52.00,26.35
Maharashtra,Pune,2024-07,Red,481.7,29.4,23,26.2,86.3,5.4,9.3,W,32.00,62.62
Maharashtra,Pune,2024-08,Sandy,211.3,30.6,21.7,26.1,82.9,6.7,15.7,SE,68.00,27.47
Maharashtra,Pune,2024-09,Red,169.4,32.4,22.2,27.3,72.2,7.4,7.1,SW,85.00,22.02
Maharashtra,Pune,2024-10,Red,41.1,34.9,18.8,26.9,71.4,10.8,7.6,W,40.00,5.34
Maharashtra,Pune,2024-11,Red,0.2,30,18.5,24.2,44.8,8.5,6.4,W,42.00,0.03
Maharashtra,Pune,2024-12,Sandy,8.8,29.8,14.7,22.2,41.3,9.1,5.2,NE,42.00,1.14
Maharashtra,Pune,2025-01,Loamy,14.3,28.5,15.4,21.9,60.2,10.5,6.7,N,75.00,1.86
Maharashtra,Pune,2025-02,Red,11.6,30.9,14.9,22.9,48.2,8.3,11.5,N,43.00,1.51
Maharashtra,Pune,2025-03,Alluvial,12,34.3,20.3,27.3,42.4,10.1,6.5,SE,68.00,1.56
Maharashtra,Pune,2025-04,Alluvial,37.6,34.9,24.1,29.5,64.4,8.5,5.9,N,52.00,4.89
Maharashtra,Pune,2025-05,Black,89.5,39.2,26.4,32.8,64.9,7.8,11.3,SE,84.00,11.64
Maharashtra,Pune,2025-06,Loamy,270.7,35.6,25.8,30.7,90.2,5.4,5,N,56.00,35.19
Maharashtra,Pune,2025-07,Black,403.4,30.8,20.4,25.6,81.8,5,7.7,E,83.00,52.44
Maharashtra,Pune,2025-08,Sandy,318.6,30.2,22.8,26.5,71.5,6,7.2,E,50.00,41.42
Maharashtra,Pune,2025-09,Loamy,175.7,32.9,20.8,26.9,83.7,6.4,10.4,NE,86.00,22.84
Maharashtra,Nagpur,2023-10,Red,50.9,36.1,20,28.1,56.5,9.5,7.4,NW,52.00,6.62
Maharashtra,Nagpur,2023-11,Black,15.2,28.9,16,22.4,34.3,10.5,13.5,SW,83.00,1.98
Maharashtra,Nagpur,2023-12,Black,6.6,29.1,15.3,22.2,56.6,8.6,9,NE,59.00,0.86
Maharashtra,Nagpur,2024-01,Alluvial,13.2,30.1,14.5,22.3,55,6.8,10.4,S,59.00,1.72
Maharashtra,Nagpur,2024-02,Red,8.7,28.6,16.9,22.8,58.7,9.4,11.2,N,77.00,1.13
Maharashtra,Nagpur,2024-03,Sandy,26.7,36.3,22.2,29.2,52.4,9.6,3.5,W,31.00,3.47
Maharashtra,Nagpur,2024-04,Alluvial,32.5,36.1,26.8,31.5,43.2,9.6,10,SE,71.00,4.23
Maharashtra,Nagpur,2024-05,Alluvial,93.9,41.9,25.5,33.7,61.9,6.1,4.4,SE,32.00,12.21
Maharashtra,Nagpur,2024-06,Loamy,250.8,36.3,24.7,30.5,69.5,4.1,8.1,S,77.00,32.60
Maharashtra,Nagpur,2024-07,Loamy,248.2,32.5,23.3,27.9,63.3,5.2,6.1,NE,48.00,32.27
Maharashtra,Nagpur,2024-08,Red,372.9,32.3,20,26.1,75.9,5.3,10.3,N,75.00,48.48
Maharashtra,Nagpur,2024-09,Red,182.6,31.2,21.9,26.5,68.6,8.3,8.4,W,64.00,23.74
Maharashtra,Nagpur,2024-10,Loamy,69.3,33.2,19.4,26.3,44.9,7.7,3.6,NE,41.00,9.01
Maharashtra,Nagpur,2024-11,Alluvial,12.8,32.1,15.3,23.7,54,9,8.8,SW,34.00,1.66
Maharashtra,Nagpur,2024-12,Sandy,12.6,30.7,14.9,22.8,36.1,7.3,6.2,W,71.00,1.64
Maharashtra,Nagpur,2025-01,Sandy,8.4,27.8,14.1,20.9,45.8,9.3,6.4,NE,87.00,1.09
Maharashtra,Nagpur,2025-02,Sandy,12.4,32,14.9,23.4,59.1,9.4,8.4,SW,31.00,1.61
Maharashtra,Nagpur,2025-03,Sandy,21.5,34.7,21.4,28.1,47.9,8.9,9.4,E,32.00,2.80
Maharashtra,Nagpur,2025-04,Loamy,24,37.5,24.2,30.9,42.9,9.4,2.7,E,42.00,3.12
Maharashtra,Nagpur,2025-05,Loamy,80.8,39.5,26.4,33,49.7,8.5,5.7,S,68.00,10.50
Maharashtra,Nagpur,2025-06,Sandy,352.8,37,24.5,30.8,89.2,4.3,11.1,NW,35.00,45.86
Maharashtra,Nagpur,2025-07,Loamy,453.6,30.3,24.9,27.6,73,5.8,9.1,W,70.00,58.97
Maharashtra,Nagpur,2025-08,Red,338,31.5,23.2,27.4,61,6.8,3.3,S,76.00,43.94
Maharashtra,Nagpur,2025-09,Alluvial,215,34,20.9,27.4,71.7,5.7,7.7,SE,73.00,27.95
Maharashtra,Nashik,2023-10,Black,33.1,34,21.5,27.8,74,8.9,7.2,NW,78.00,4.30
Maharashtra,Nashik,2023-11,Loamy,1.6,29.6,18,23.8,61.2,8.3,6.1,NW,88.00,0.21
Maharashtra,Nashik,2023-12,Red,5.4,29.3,13.9,21.6,49.2,9,7.8,W,72.00,0.70
Maharashtra,Nashik,2024-01,Sandy,9.5,28.9,13.4,21.1,43.9,9.4,6.7,N,56.00,1.24
Maharashtra,Nashik,2024-02,Black,8,33.2,16.6,24.9,42,10.2,6.8,SW,80.00,1.04
Maharashtra,Nashik,2024-03,Black,20.6,34.4,19.8,27.1,49.5,7.9,4.5,NW,41.00,2.68
Maharashtra,Nashik,2024-04,Red,16.3,37.1,26,31.6,67.3,10.1,9.3,SW,78.00,2.12
Maharashtra,Nashik,2024-05,Red,34,38,24.9,31.4,53.8,6.8,6.4,SW,48.00,4.42
Maharashtra,Nashik,2024-06,Loamy,102.4,37,23.6,30.3,76.9,7.6,5.1,S,84.00,13.31
Maharashtra,Nashik,2024-07,Loamy,87,30.4,24.2,27.3,90.7,4.3,9.3,N,77.00,11.31
Maharashtra,Nashik,2024-08,Alluvial,240.3,29.7,25.1,27.4,63,5.8,9.2,SE,77.00,31.24
Maharashtra,Nashik,2024-09,Sandy,181,32,22.3,27.1,71.9,7.3,6.8,SE,88.00,23.53
Maharashtra,Nashik,2024-10,Loamy,44.3,32.3,20.3,26.3,59.7,10.6,7.7,NW,37.00,5.76
Maharashtra,Nashik,2024-11,Sandy,1.2,32.7,15.8,24.2,38.5,8.9,12,SE,31.00,0.16
Maharashtra,Nashik,2024-12,Sandy,0,33.5,16.1,24.8,47.2,9.4,8.7,NW,45.00,0.00
Maharashtra,Nashik,2025-01,Alluvial,9.4,29.8,14.5,22.1,45.9,9.3,7.4,N,50.00,1.22
Maharashtra,Nashik,2025-02,Black,8.3,32.5,16.6,24.6,15.6,10.2,8.4,S,56.00,1.08
Maharashtra,Nashik,2025-03,Black,13.7,33.3,21.2,27.2,54.5,8.7,9.1,W,44.00,1.78
Maharashtra,Nashik,2025-04,Loamy,18.4,34.8,23.1,28.9,53.6,10.5,9.4,S,56.00,2.39
Maharashtra,Nashik,2025-05,Sandy,89.6,39.6,25.1,32.4,64.3,8,10.1,SW,86.00,11.65
Maharashtra,Nashik,2025-06,Sandy,306.8,36.9,25.3,31.1,83.6,5.5,5.2,SW,33.00,39.88
Maharashtra,Nashik,2025-07,Red,281.2,29.7,22.1,25.9,73.8,4.7,6.9,SW,71.00,36.56
Maharashtra,Nashik,2025-08,Red,130.3,30.2,21.9,26,68.5,6.2,10.7,NW,55.00,16.94
Maharashtra,Nashik,2025-09,Red,74.6,30.7,21,25.9,67.5,8,7.3,S,84.00,9.70
Maharashtra,Aurangabad,2023-10,Red,32.9,29.8,20.6,25.2,47.6,9.6,8.6,SE,40.00,4.28
Maharashtra,Aurangabad,2023-11,Loamy,15.2,28.8,13.2,21,46.8,11.3,11.5,NE,78.00,1.98
Maharashtra,Aurangabad,2023-12,Black,6.2,28.1,15.8,22,35.3,10,9.3,E,35.00,0.81
Maharashtra,Aurangabad,2024-01,Sandy,11.5,32.9,14.3,23.6,39.9,9.5,2.5,SE,72.00,1.50
Maharashtra,Aurangabad,2024-02,Loamy,5.9,30.2,15.2,22.7,46.5,8.7,11.2,S,66.00,0.77
Maharashtra,Aurangabad,2024-03,Alluvial,13.5,33.8,19.5,26.6,46.6,10.3,5.2,S,39.00,1.76
Maharashtra,Aurangabad,2024-04,Red,20.8,36.4,22.2,29.3,36.8,9,10.4,SE,85.00,2.70
Maharashtra,Aurangabad,2024-05,Red,78,39.1,26.9,33,58.6,7.5,7.5,SE,32.00,10.14
Maharashtra,Aurangabad,2024-06,Red,242.9,34.9,21.9,28.4,73.9,6.9,10.6,E,56.00,31.58
Maharashtra,Aurangabad,2024-07,Loamy,368.1,32.7,23,27.9,76.6,4.9,6.9,N,74.00,47.85
Maharashtra,Aurangabad,2024-08,Red,318.3,31.6,21.7,26.6,71.4,5.5,9.6,E,83.00,41.38
Maharashtra,Aurangabad,2024-09,Alluvial,78.4,28.4,21.2,24.8,65.2,6.4,7.4,N,58.00,10.19
Maharashtra,Aurangabad,2024-10,Black,30.7,35,20.2,27.6,63,10.1,4.4,S,46.00,3.99
Maharashtra,Aurangabad,2024-11,Alluvial,13.7,30.7,17.7,24.2,34.3,7.9,10.3,NW,69.00,1.78
Maharashtra,Aurangabad,2024-12,Loamy,6.7,27.5,13.8,20.6,56.3,8.3,12.7,N,87.00,0.87
Maharashtra,Aurangabad,2025-01,Sandy,3.6,29.8,13.5,21.6,51,9,7.3,S,33.00,0.47
Maharashtra,Aurangabad,2025-02,Sandy,9.2,29.3,16.7,23,39.9,9.3,4.8,NW,89.00,1.20
Maharashtra,Aurangabad,2025-03,Black,0,33.5,22.7,28.1,52.8,9.5,7,SW,80.00,0.00
Maharashtra,Aurangabad,2025-04,Red,27.3,37.6,22.4,30,56.1,10.2,10,N,81.00,3.55
Maharashtra,Aurangabad,2025-05,Alluvial,81.9,38.8,26.7,32.8,65.9,6.6,6.1,NW,57.00,10.65
Maharashtra,Aurangabad,2025-06,Sandy,232.3,38.1,23.4,30.8,63.3,5.7,8,NE,88.00,30.20
Maharashtra,Aurangabad,2025-07,Alluvial,303.2,31.2,22.6,26.9,86.9,3.9,5.3,NW,68.00,39.42
Maharashtra,Aurangabad,2025-08,Black,262.9,27.3,21.6,24.5,88.3,5.5,8.5,N,60.00,34.18
Maharashtra,Aurangabad,2025-09,Loamy,85.7,30.9,21.4,26.1,72.5,8.5,9.5,E,51.00,11.14
Maharashtra,Solapur,2023-10,Black,33.1,33.7,20.8,27.2,71.4,11.1,5.3,NE,61.00,4.30
Maharashtra,Solapur,2023-11,Loamy,8,29.4,17,23.2,49.7,10.5,8.1,NE,42.00,1.04
Maharashtra,Solapur,2023-12,Loamy,5.9,29.6,14.2,21.9,65.9,7.9,8.9,W,33.00,0.77
Maharashtra,Solapur,2024-01,Loamy,17.4,29.3,14,21.6,41.4,9.3,12.4,SE,80.00,2.26
Maharashtra,Solapur,2024-02,Sandy,1.7,33.6,14.5,24.1,42.3,9.1,10.1,W,34.00,0.22
Maharashtra,Solapur,2024-03,Red,8.2,35,22.7,28.9,31.4,9.7,6.3,NW,87.00,1.07
Maharashtra,Solapur,2024-04,Red,38.9,37.4,23.5,30.4,49.9,11.3,7.8,W,82.00,5.06
Maharashtra,Solapur,2024-05,Loamy,108.8,37.4,25.1,31.2,64.7,8.8,9.4,N,66.00,14.14
Maharashtra,Solapur,2024-06,Black,270.2,36.3,23.7,30,79.8,6.4,7,NE,80.00,35.13
Maharashtra,Solapur,2024-07,Red,333.2,31.7,22.7,27.2,74.5,7.6,7.6,SE,60.00,43.32
Maharashtra,Solapur,2024-08,Black,320.9,29.4,23.1,26.2,73.6,4.9,12.3,NE,62.00,41.72
Maharashtra,Solapur,2024-09,Black,230.3,31.4,20,25.7,83.1,6.2,10.7,SE,37.00,29.94
Maharashtra,Solapur,2024-10,Black,22.8,34.7,18.8,26.8,67.3,9.5,5.5,NE,41.00,2.96
Maharashtra,Solapur,2024-11,Sandy,9.8,32.4,17.4,24.9,50.8,11.5,3.6,N,61.00,1.27
Maharashtra,Solapur,2024-12,Loamy,12.6,29.5,14.2,21.9,31.7,9.3,11.1,NW,70.00,1.64
Maharashtra,Solapur,2025-01,Red,8.8,31.6,12.5,22.1,44.9,8.2,9.4,NW,38.00,1.14
Maharashtra,Solapur,2025-02,Black,15.6,30.7,13.1,21.9,47,9.9,9.5,N,33.00,2.03
Maharashtra,Solapur,2025-03,Red,24.5,32.7,21.1,26.9,56.9,7.7,9.3,S,65.00,3.19
Maharashtra,Solapur,2025-04,Alluvial,30.1,37.2,24.7,31,40.1,8.8,8.4,NW,43.00,3.91
Maharashtra,Solapur,2025-05,Red,69,37.7,27.1,32.4,48.5,7.8,9.7,SE,84.00,8.97
Maharashtra,Solapur,2025-06,Sandy,179.1,35.3,26.7,31,67.2,5,9.7,SE,84.00,23.28
Maharashtra,Solapur,2025-07,Loamy,436,30.9,22.5,26.7,86.4,7.2,11.3,NE,81.00,56.68
Maharashtra,Solapur,2025-08,Black,355.1,29.1,21.2,25.1,79.2,5.9,12.5,SE,75.00,46.16
Maharashtra,Solapur,2025-09,Black,199.9,30.1,23.5,26.8,67,6.5,9.1,S,73.00,25.99
Maharashtra,Kolhapur,2023-10,Red,57.8,37.4,20.5,28.9,58.2,10,10.4,E,33.00,7.51
Maharashtra,Kolhapur,2023-11,Sandy,7,33.4,17,25.2,50,10.2,9,S,75.00,0.91
Maharashtra,Kolhapur,2023-12,Sandy,8,27.8,14.1,20.9,34,9.9,10,NE,68.00,1.04
Maharashtra,Kolhapur,2024-01,Sandy,8.6,31.2,13.8,22.5,51.7,8.4,6.5,S,51.00,1.12
Maharashtra,Kolhapur,2024-02,Loamy,11.6,32,15.4,23.7,44.3,8,6.6,S,86.00,1.51
Maharashtra,Kolhapur,2024-03,Sandy,17.8,34.6,20.4,27.5,45.5,9.5,5.7,NW,56.00,2.31
Maharashtra,Kolhapur,2024-04,Loamy,32,37.3,24.4,30.8,39.7,7.3,11,NE,57.00,4.16
Maharashtra,Kolhapur,2024-05,Sandy,57.1,37.4,26.6,32,56.1,8.3,9.5,N,43.00,7.42
Maharashtra,Kolhapur,2024-06,Loamy,255.5,33.6,26.2,29.9,77.1,5.1,8.1,SW,41.00,33.22
Maharashtra,Kolhapur,2024-07,Alluvial,125,31.3,21.5,26.4,64.2,4,11,S,46.00,16.25
Maharashtra,Kolhapur,2024-08,Black,205.3,32,21.1,26.6,61.3,4.4,11.4,NE,54.00,26.69
Maharashtra,Kolhapur,2024-09,Red,120.7,30.9,22,26.4,79,8.3,12,N,80.00,15.69
Maharashtra,Kolhapur,2024-10,Black,29.5,30.7,19.3,25,62.6,8.5,4.8,N,49.00,3.84
Maharashtra,Kolhapur,2024-11,Loamy,10,30.6,16.8,23.7,37.4,9.3,4.9,NW,71.00,1.30
Maharashtra,Kolhapur,2024-12,Red,8.2,30.2,12.6,21.4,35.7,8,5.7,NW,76.00,1.07
Maharashtra,Kolhapur,2025-01,Loamy,6.4,26.5,12.7,19.6,35,9.7,7.9,E,72.00,0.83
Maharashtra,Kolhapur,2025-02,Sandy,5.2,31,15.1,23.1,42.3,11.2,11.7,W,38.00,0.68
Maharashtra,Kolhapur,2025-03,Sandy,5.2,34.9,20.7,27.8,33.5,10.3,12.3,NE,64.00,0.68
Maharashtra,Kolhapur,2025-04,Sandy,14.7,35.3,25,30.1,47.7,10.1,8.7,SW,42.00,1.91
Maharashtra,Kolhapur,2025-05,Red,76.3,36.7,27,31.9,71.7,6.7,7.6,SW,52.00,9.92
Maharashtra,Kolhapur,2025-06,Black,112.7,36.5,25.5,31,74.5,6.6,6.7,NE,32.00,14.65
Maharashtra,Kolhapur,2025-07,Sandy,316.9,29.2,22.7,25.9,73.6,5.7,6.6,SW,46.00,41.20
Maharashtra,Kolhapur,2025-08,Red,243.6,30.9,21.2,26,62.1,7.2,11.8,NW,54.00,31.67
Maharashtra,Kolhapur,2025-09,Loamy,75.8,32.7,21.2,27,77.1,7.4,7,W,43.00,9.85
Maharashtra,Amravati,2023-10,Red,23.9,31.6,18.7,25.1,51.7,9.4,5.5,NE,54.00,3.11
Maharashtra,Amravati,2023-11,Red,11.4,32.9,16.1,24.5,47.4,10,9.1,S,56.00,1.48
Maharashtra,Amravati,2023-12,Sandy,5.3,29.8,15.3,22.6,32.6,10.4,10.3,NE,77.00,0.69
Maharashtra,Amravati,2024-01,Loamy,3.6,28.7,14.6,21.6,42.9,10.6,14.8,N,66.00,0.47
Maharashtra,Amravati,2024-02,Sandy,4.8,28.6,16.1,22.4,52.2,9.3,12,NW,63.00,0.62
Maharashtra,Amravati,2024-03,Black,4.8,34.7,19,26.9,62.2,11.5,5.4,N,45.00,0.62
Maharashtra,Amravati,2024-04,Loamy,19.8,38,23.3,30.6,44.5,9.5,1.9,SW,39.00,2.57
Maharashtra,Amravati,2024-05,Sandy,66.4,37.6,25.2,31.4,74.4,5.5,10.1,NW,72.00,8.63
Maharashtra,Amravati,2024-06,Black,190.3,35.2,25.7,30.5,77.7,6.1,10.6,N,66.00,24.74
Maharashtra,Amravati,2024-07,Loamy,239.5,29.7,21.4,25.5,68.4,8.4,11.4,S,74.00,31.14
Maharashtra,Amravati,2024-08,Red,145.9,27.7,22.3,25,79.4,6,6.9,E,73.00,18.97
Maharashtra,Amravati,2024-09,Sandy,120,32.2,21.9,27.1,57.2,6.7,5.1,NW,69.00,15.60
Maharashtra,Amravati,2024-10,Alluvial,35.4,37.1,20.2,28.6,56.9,10.4,9.1,NE,83.00,4.60
Maharashtra,Amravati,2024-11,Black,10.2,31.6,19.2,25.4,33.7,10,4.9,SE,44.00,1.33
Maharashtra,Amravati,2024-12,Loamy,6.9,27.3,14.2,20.8,42,10.5,10.4,S,87.00,0.90
Maharashtra,Amravati,2025-01,Loamy,1.7,28.7,12.9,20.8,32.4,9.3,6.7,N,48.00,0.22
Maharashtra,Amravati,2025-02,Alluvial,19.3,31.3,14.1,22.7,39.4,10.5,13.9,W,82.00,2.51
Maharashtra,Amravati,2025-03,Alluvial,3.4,30.8,22,26.4,48.9,8.6,9.3,SE,42.00,0.44
Maharashtra,Amravati,2025-04,Alluvial,0,36.7,24.1,30.4,54.2,8.5,7.9,NW,44.00,0.00
Maharashtra,Amravati,2025-05,Sandy,46.3,39,24.7,31.9,55.9,5.8,9.6,E,76.00,6.02
Maharashtra,Amravati,2025-06,Loamy,263.7,35.3,24.8,30,63.4,5.2,7.5,S,89.00,34.28
Maharashtra,Amravati,2025-07,Sandy,481.5,29,24.5,26.8,83,5.8,12.9,S,69.00,62.60
Maharashtra,Amravati,2025-08,Sandy,278.6,30.3,21.7,26,84.8,6.6,5.8,NW,61.00,36.22
Maharashtra,Amravati,2025-09,Sandy,72.9,31.4,20.8,26.1,74.5,8.5,6.3,SE,68.00,9.48
Maharashtra,Satara,2023-10,Black,40.2,33.1,21,27.1,37.5,8.9,8.7,W,75.00,5.23
Maharashtra,Satara,2023-11,Alluvial,15.6,30.3,14.8,22.6,51.2,8.9,4.5,E,87.00,2.03
Maharashtra,Satara,2023-12,Sandy,3.9,28.8,14.3,21.6,22.9,10.4,11.9,S,76.00,0.51
Maharashtra,Satara,2024-01,Loamy,10.8,27.3,13.8,20.6,44.9,10.1,10,SW,77.00,1.40
Maharashtra,Satara,2024-02,Alluvial,6.9,31.2,16.6,23.9,59.6,10.2,10.4,S,51.00,0.90
Maharashtra,Satara,2024-03,Red,15.8,36.2,20.5,28.4,36.4,10.9,10.1,S,78.00,2.05
Maharashtra,Satara,2024-04,Black,26.3,36.3,24.4,30.3,49.6,9.7,9,NW,34.00,3.42
Maharashtra,Satara,2024-05,Loamy,118.9,40.6,26.3,33.5,69.4,5.8,9.2,NW,37.00,15.46
Maharashtra,Satara,2024-06,Red,371.3,35.7,24,29.9,69.8,4.4,5.7,NW,69.00,48.27
Maharashtra,Satara,2024-07,Loamy,295.5,28.9,23,25.9,82.2,4.6,12.6,SW,85.00,38.42
Maharashtra,Satara,2024-08,Sandy,344.9,31.6,21.2,26.4,81.8,4.4,10.7,W,64.00,44.84
Maharashtra,Satara,2024-09,Black,159.6,32.9,20.6,26.8,67.8,7.7,5.2,SW,89.00,20.75
Maharashtra,Satara,2024-10,Loamy,46.3,31,21,26,47.7,10.1,9.9,SE,81.00,6.02
Maharashtra,Satara,2024-11,Black,7,31.9,17.3,24.6,39.6,8.5,2.1,W,79.00,0.91
Maharashtra,Satara,2024-12,Alluvial,7.3,26.7,15.1,20.9,42.4,10.2,7.1,W,46.00,0.95
Maharashtra,Satara,2025-01,Sandy,6.8,30.1,14.4,22.2,48.2,10,3.4,SW,54.00,0.88
Maharashtra,Satara,2025-02,Sandy,13.6,32,14.8,23.4,42.6,9.5,7.6,W,87.00,1.77
Maharashtra,Satara,2025-03,Sandy,17.2,36.2,21.3,28.8,31.9,10.1,12,E,30.00,2.24
Maharashtra,Satara,2025-04,Black,34.2,38.7,26.4,32.5,55.2,9.7,11.2,N,81.00,4.45
Maharashtra,Satara,2025-05,Alluvial,84.7,39.1,25.6,32.4,75.6,6,12.6,SW,43.00,11.01
Maharashtra,Satara,2025-06,Alluvial,286.9,33.9,25.5,29.7,58.2,6.1,10.7,NW,86.00,37.30
Maharashtra,Satara,2025-07,Alluvial,277.3,31.2,25.4,28.3,71,4.4,12.5,NW,70.00,36.05
Maharashtra,Satara,2025-08,Sandy,456.7,30,23.2,26.6,85.7,4.8,6.6,E,75.00,59.37
Maharashtra,Satara,2025-09,Alluvial,201.4,34.6,22.7,28.6,68,9.4,6.4,E,32.00,26.18
Maharashtra,Sangli,2023-10,Red,35.5,33.5,21.8,27.6,68.5,9.9,9.4,S,80.00,4.62
Maharashtra,Sangli,2023-11,Alluvial,10.1,31.8,13.9,22.9,42,9.7,4.5,W,90.00,1.31
Maharashtra,Sangli,2023-12,Loamy,7.3,28.7,17.1,22.9,60.7,9,7.5,SW,30.00,0.95
Maharashtra,Sangli,2024-01,Red,7.6,28.3,14.2,21.2,37.4,8.4,9.8,W,82.00,0.99
Maharashtra,Sangli,2024-02,Loamy,12.7,29.8,17.1,23.5,38.7,9.8,10.4,NW,60.00,1.65
Maharashtra,Sangli,2024-03,Loamy,14.6,34.7,19.4,27.1,43,9.3,5.7,N,54.00,1.90
Maharashtra,Sangli,2024-04,Black,28,34.7,23.4,29.1,42.2,9.2,7.3,NE,46.00,3.64
Maharashtra,Sangli,2024-05,Black,77.8,39.7,27,33.4,53.5,5.6,4.9,S,31.00,10.11
Maharashtra,Sangli,2024-06,Sandy,215.8,35.5,24.1,29.8,64.6,5,8.5,NE,83.00,28.05
Maharashtra,Sangli,2024-07,Alluvial,365.3,30.1,22.5,26.3,67.6,5.5,5.4,NE,82.00,47.49
Maharashtra,Sangli,2024-08,Black,340.8,27.3,21.6,24.5,77.4,5.7,16.1,NW,83.00,44.30
Maharashtra,Sangli,2024-09,Alluvial,162.2,30.5,21.9,26.2,60.8,6.9,5.5,S,39.00,21.09
Maharashtra,Sangli,2024-10,Red,50.5,32.2,19.8,26,53.6,11.2,7,N,79.00,6.57
Maharashtra,Sangli,2024-11,Red,18.1,32.2,17.6,24.9,48.7,9.9,2.2,N,86.00,2.35
